Location,Fuel_Type,Transmission,Owner_Type,Seats,Price,age,make,model,mileage_new,engine_new,power_new,KM_Driven
Coimbatore,Petrol,Manual,First,5.0,3.58,3,maruti,omni,16.8,796.0,34.2,15
Delhi,Diesel,Manual,First,5.0,2.5,9,maruti,sx4,21.5,1248.0,88.8,75
Ahmedabad,Diesel,Manual,Second,5.0,3.5,7,ford,fiesta,23.5,1498.0,90.0,96
Mumbai,Petrol,Manual,Second,5.0,1.75,10,maruti,wagon,22.5,998.0,67.04,38
Jaipur,Petrol,Automatic,First,5.0,7.75,2,maruti,baleno,21.4,1197.0,83.1,4
Hyderabad,Petrol,Manual,First,5.0,6.45,4,honda,jazz,18.7,1199.0,88.7,31
Mumbai,Petrol,Manual,First,5.0,4.5,6,volkswagen,polo,16.47,1198.0,74.0,54
Kolkata,Petrol,Manual,First,5.0,3.4,5,hyundai,i20,17.0,1197.0,80.0,35
Hyderabad,Petrol,Manual,First,5.0,4.3,5,maruti,wagon,18.9,998.0,67.1,45
Chennai,Petrol,Automatic,First,5.0,3.4,4,maruti,alto,24.07,998.0,67.1,57
Delhi,Petrol,Manual,First,5.0,2.1,7,maruti,alto,24.7,796.0,47.3,56
Mumbai,Petrol,Manual,First,5.0,3.65,8,maruti,swift,18.6,1197.0,85.8,15
Kolkata,Petrol,Manual,First,5.0,3.0,6,chevrolet,sail,18.2,1199.0,82.5,14
Ahmedabad,Diesel,Manual,Second,5.0,3.95,11,hyundai,i20,23.0,1396.0,90.0,68
Kochi,Diesel,Manual,First,5.0,6.53,7,toyota,corolla,21.43,1364.0,87.2,81
Mumbai,Petrol,Automatic,First,5.0,5.99,3,honda,brio,16.5,1198.0,86.8,20
Jaipur,Petrol,Manual,First,5.0,3.05,9,volkswagen,polo,16.47,1198.0,73.9,46
Delhi,Petrol,Manual,First,5.0,2.4,10,volkswagen,polo,16.47,1198.0,73.9,65
Pune,Petrol,Manual,Third,5.0,1.3,13,maruti,zen,18.2,998.0,67.1,42
Kochi,Diesel,Manual,First,5.0,6.71,4,toyota,etios,23.59,1364.0,67.06,36
Chennai,Petrol,Automatic,First,5.0,5.4,4,hyundai,grand,18.9,1197.0,82.0,18
Kochi,Diesel,Manual,First,5.0,6.63,5,ford,ecosport,22.7,1498.0,89.84,56
Kochi,Petrol,Manual,First,5.0,5.11,3,maruti,celerio,23.1,998.0,67.04,21
Delhi,Petrol,Manual,Second,5.0,2.35,11,hyundai,i20,18.5,1197.0,80.0,46
Kolkata,Diesel,Manual,First,5.0,2.85,8,maruti,ritz,23.2,1248.0,73.94,39
Jaipur,Petrol,Manual,First,5.0,3.6,4,tata,tiago,23.84,1199.0,84.0,42
Coimbatore,Petrol,Manual,First,5.0,6.26,5,maruti,swift,19.1,1197.0,85.8,33
Kochi,Diesel,Manual,First,5.0,5.02,5,hyundai,i20,21.9,1396.0,90.0,64
Mumbai,Petrol,Manual,First,5.0,3.1,5,maruti,wagon,21.5,1197.0,81.8,55
Kolkata,Petrol,Manual,First,5.0,3.59,6,maruti,swift,19.1,1197.0,85.8,33
Kolkata,Diesel,Manual,First,5.0,4.65,5,fiat,linea,20.4,1248.0,91.7,32
Hyderabad,Petrol,Manual,First,5.0,2.35,5,maruti,omni,14.0,796.0,35.0,52
Chennai,Petrol,Manual,First,5.0,4.15,5,maruti,swift,20.4,1197.0,81.8,29
Ahmedabad,Petrol,Manual,First,5.0,2.65,4,maruti,alto,24.7,796.0,47.3,60
Delhi,Petrol,Manual,Second,5.0,2.25,10,ford,figo,15.6,1196.0,70.0,59
Hyderabad,Diesel,Manual,Second,5.0,2.41,10,ford,fiesta,17.8,1399.0,68.0,84
Kolkata,Petrol,Manual,First,5.0,1.02,11,maruti,alto,19.7,796.0,46.3,68
Mumbai,Petrol,Manual,First,5.0,5.65,3,maruti,baleno,21.4,1197.0,83.1,15
Pune,Diesel,Manual,Third,5.0,2.35,9,ford,figo,20.0,1399.0,68.0,95
Pune,Diesel,Manual,Second,5.0,4.1,6,honda,amaze,25.8,1498.0,98.6,52
Delhi,Diesel,Manual,First,5.0,8.45,3,ford,ecosport,23.0,1498.0,98.96,39
Kolkata,Petrol,Manual,First,5.0,3.5,4,maruti,celerio,23.1,998.0,67.04,25
Jaipur,Petrol,Manual,First,5.0,6.3,4,hyundai,i20,18.6,1197.0,81.83,30
Jaipur,Diesel,Manual,First,5.0,7.5,3,maruti,ciaz,26.21,1248.0,88.5,62
Delhi,Petrol,Manual,First,5.0,4.65,5,honda,amaze,18.0,1198.0,86.7,52
Hyderabad,Petrol,Manual,First,5.0,2.2,7,maruti,alto,20.92,998.0,67.1,90
Kochi,Diesel,Manual,First,5.0,5.22,4,maruti,swift,28.4,1248.0,74.0,62
Chennai,Diesel,Manual,Third,5.0,2.0,9,mahindra,logan,19.2,1461.0,65.0,128
Coimbatore,Petrol,Manual,First,4.0,1.74,7,tata,nano,26.0,624.0,35.0,37
Coimbatore,Petrol,Manual,First,5.0,4.95,3,ford,figo,18.16,1196.0,86.8,39
Delhi,Diesel,Manual,First,5.0,5.64,6,hyundai,i20,22.54,1396.0,88.73,55
Chennai,Petrol,Manual,First,5.0,1.5,14,honda,city,16.9,1497.0,100.0,109
Chennai,Petrol,Manual,Third,5.0,1.2,12,maruti,alto,19.7,796.0,46.3,68
Mumbai,Petrol,Automatic,First,5.0,2.9,9,hyundai,i10,19.2,1197.0,80.0,54
Delhi,Diesel,Manual,Second,5.0,7.85,4,maruti,ciaz,28.09,1248.0,88.5,38
Kolkata,Diesel,Manual,First,9.0,4.75,8,chevrolet,tavera,13.58,2499.0,78.0,67
Kolkata,Petrol,Manual,First,5.0,4.65,3,maruti,swift,20.4,1197.0,81.8,13
Delhi,Petrol,Manual,First,5.0,4.95,5,hyundai,i20,18.6,1197.0,81.83,50
Kolkata,Petrol,Manual,First,5.0,2.99,5,maruti,celerio,23.1,998.0,67.04,30
Pune,Petrol,Manual,Second,4.0,0.75,9,tata,nano,23.9,624.0,37.48,50
Chennai,Diesel,Manual,Second,5.0,5.0,6,ford,ecosport,22.77,1498.0,98.59,72
Coimbatore,Diesel,Manual,First,8.0,5.5,5,chevrolet,enjoy,18.2,1248.0,73.74,57
Jaipur,Diesel,Manual,First,5.0,5.11,5,volkswagen,polo,20.14,1498.0,88.8,63
Mumbai,Petrol,Manual,First,5.0,2.19,8,skoda,fabia,16.25,1198.0,75.0,27
Mumbai,Diesel,Manual,First,5.0,5.65,6,nissan,terrano,19.87,1461.0,83.14,51
Kochi,Petrol,Manual,First,5.0,3.2,8,hyundai,i10,20.36,1197.0,78.9,42
Bangalore,Diesel,Manual,First,5.0,4.5,8,hyundai,i20,23.0,1396.0,90.0,67
Pune,Diesel,Manual,Second,5.0,4.5,6,honda,amaze,25.8,1498.0,98.6,48
Coimbatore,Diesel,Manual,First,5.0,4.1,5,volkswagen,polo,20.14,1498.0,88.8,56
Kochi,Petrol,Automatic,First,5.0,7.22,3,maruti,baleno,21.4,1197.0,83.1,36
Hyderabad,Diesel,Manual,First,5.0,5.8,6,maruti,swift,22.9,1248.0,74.0,85
Bangalore,Diesel,Manual,Second,5.0,6.35,7,ford,ecosport,22.7,1498.0,89.84,36
Hyderabad,Petrol,Manual,Second,5.0,2.0,10,chevrolet,beat,18.6,1199.0,79.4,111
Kolkata,Petrol,Manual,Second,5.0,2.3,6,hyundai,grand,18.9,1197.0,82.0,44
Coimbatore,Petrol,Manual,First,5.0,6.16,4,hyundai,xcent,19.1,1197.0,81.86,21
Delhi,Petrol,Manual,First,5.0,2.85,8,hyundai,i10,20.36,1197.0,78.9,59
Chennai,Diesel,Manual,First,9.0,4.5,4,mahindra,xylo,14.95,2489.0,93.7,150
Delhi,Diesel,Manual,First,5.0,5.0,5,maruti,swift,26.59,1248.0,74.0,53
Ahmedabad,Petrol,Manual,First,5.0,3.67,6,hyundai,i10,20.36,1197.0,78.9,47
Coimbatore,Petrol,Manual,First,5.0,6.34,2,hyundai,grand,18.9,1197.0,82.0,20
Jaipur,Diesel,Manual,Second,5.0,2.35,11,maruti,ritz,21.1,1248.0,73.9,73
Delhi,Diesel,Manual,Second,5.0,2.65,8,volkswagen,polo,22.07,1199.0,73.9,74
Kochi,Petrol,Manual,First,5.0,3.16,9,hyundai,i10,20.36,1197.0,78.9,65
Jaipur,Petrol,Manual,Second,5.0,2.05,11,maruti,a-star,19.0,998.0,66.1,65
Hyderabad,Petrol,Manual,First,5.0,3.9,6,maruti,wagon,20.51,998.0,67.04,55
Coimbatore,Diesel,Manual,Second,7.0,6.68,3,honda,mobilio,24.2,1498.0,98.6,50
Jaipur,Petrol,Manual,Second,5.0,3.5,3,hyundai,eon,21.1,814.0,55.2,52
Delhi,Diesel,Manual,First,5.0,8.3,3,maruti,ciaz,28.09,1248.0,88.5,25
Delhi,Diesel,Manual,First,5.0,7.85,3,maruti,vitara,24.3,1248.0,88.5,40
Kolkata,Diesel,Manual,First,5.0,3.75,6,hyundai,grand,24.0,1120.0,70.0,25
Delhi,Diesel,Manual,First,7.0,7.65,3,maruti,ertiga,25.47,1248.0,88.5,65
Ahmedabad,Petrol,Manual,First,5.0,4.9,7,hyundai,i20,17.0,1197.0,80.0,40
Kochi,Petrol,Manual,First,5.0,6.75,4,maruti,ciaz,20.73,1373.0,91.1,51
Pune,Diesel,Manual,First,5.0,4.25,8,hyundai,i20,21.9,1396.0,90.0,64
Coimbatore,Petrol,Manual,Second,5.0,6.0,5,hyundai,i20,17.0,1197.0,80.0,29
Ahmedabad,Petrol,Manual,First,5.0,2.41,12,maruti,swift,16.1,1298.0,88.2,52
Hyderabad,Petrol,Automatic,First,5.0,7.25,5,honda,jazz,19.0,1199.0,88.7,33
Delhi,Petrol,Manual,First,5.0,6.5,4,maruti,baleno,21.4,1197.0,83.1,27
Hyderabad,Petrol,Manual,First,5.0,3.2,4,renault,kwid,25.17,799.0,53.3,73
Coimbatore,Petrol,Manual,First,5.0,6.42,3,ford,figo,18.16,1196.0,86.8,21
Pune,Diesel,Manual,First,7.0,7.75,6,mahindra,scorpio,15.4,2523.0,75.0,87
Jaipur,Diesel,Manual,First,5.0,9.0,3,maruti,vitara,24.3,1248.0,88.5,48
Kochi,Diesel,Manual,First,5.0,5.92,3,hyundai,grand,24.0,1186.0,73.97,20
Kolkata,Diesel,Manual,First,5.0,6.29,4,volkswagen,polo,20.14,1498.0,88.0,22
Kochi,Petrol,Manual,First,5.0,4.12,6,honda,amaze,18.0,1198.0,86.7,66
Ahmedabad,Petrol,Manual,First,5.0,2.7,6,hyundai,santro,17.92,1086.0,62.1,41
Delhi,Petrol,Manual,First,5.0,3.9,6,honda,amaze,18.0,1198.0,86.7,69
Jaipur,Diesel,Manual,First,5.0,3.9,7,hyundai,i20,21.9,1396.0,88.76,51
Chennai,Diesel,Manual,First,5.0,3.12,8,ford,figo,18.5,1399.0,68.0,72
Pune,Petrol,Manual,First,5.0,1.65,13,maruti,wagon,14.0,1061.0,64.0,83
Kolkata,Petrol,Manual,First,5.0,3.5,5,hyundai,xcent,19.1,1197.0,81.86,39
Kolkata,Petrol,Manual,Second,5.0,2.0,13,hyundai,i10,20.36,1197.0,78.9,71
Kolkata,Diesel,Manual,First,5.0,2.25,9,ford,figo,20.0,1399.0,68.0,60
Kolkata,Petrol,Manual,First,5.0,3.45,6,hyundai,xcent,19.1,1197.0,81.86,42
Kochi,Petrol,Manual,First,5.0,6.14,4,hyundai,i20,18.6,1197.0,81.83,61
Hyderabad,Diesel,Manual,First,5.0,4.0,9,maruti,dzire,28.4,1248.0,73.75,110
Delhi,Diesel,Manual,First,5.0,6.96,3,maruti,baleno,27.39,1248.0,74.0,33
Jaipur,Petrol,Manual,First,5.0,3.0,4,hyundai,eon,21.1,814.0,55.2,70
Delhi,Diesel,Manual,First,5.0,3.6,8,volkswagen,polo,20.14,1498.0,88.0,68
Coimbatore,Diesel,Manual,Second,5.0,3.7,6,chevrolet,beat,25.44,936.0,57.6,55
Coimbatore,Petrol,Manual,Second,5.0,3.19,9,maruti,alto,24.07,998.0,67.1,46
Coimbatore,Petrol,Manual,First,5.0,6.2,5,hyundai,xcent,20.14,1197.0,81.86,65
Coimbatore,Petrol,Manual,First,5.0,3.96,7,hyundai,i10,19.81,1086.0,68.05,64
Jaipur,Diesel,Manual,First,5.0,4.5,4,maruti,swift,23.4,1248.0,74.0,80
Mumbai,Diesel,Manual,First,5.0,3.55,3,hyundai,xcent,25.4,1186.0,73.97,69
Chennai,Diesel,Manual,First,5.0,5.5,6,nissan,sunny,22.71,1461.0,84.8,79
Pune,Petrol,Manual,Second,5.0,3.5,6,maruti,ritz,18.5,1197.0,85.8,25
Delhi,Diesel,Manual,First,5.0,3.1,6,renault,pulse,23.08,1461.0,63.12,67
Hyderabad,Petrol,Manual,First,5.0,3.25,10,skoda,fabia,17.5,1198.0,75.0,78
Mumbai,Diesel,Manual,First,5.0,8.99,3,ford,ecosport,23.0,1498.0,98.96,30
Delhi,Diesel,Manual,First,7.0,7.75,8,toyota,innova,12.99,2494.0,100.0,62
Delhi,Petrol,Manual,Second,5.0,4.5,3,tata,zest,17.57,1193.0,88.7,47
Jaipur,Diesel,Manual,First,5.0,5.25,5,maruti,swift,26.59,1248.0,74.0,144
Chennai,Petrol,Automatic,Second,5.0,2.8,7,nissan,micra,19.34,1198.0,76.0,89
Coimbatore,Petrol,Automatic,First,5.0,8.47,2,maruti,baleno,21.4,1197.0,83.1,38
Coimbatore,Diesel,Manual,First,5.0,9.32,2,maruti,ciaz,26.21,1248.0,88.5,68
Delhi,Diesel,Manual,First,7.0,6.5,5,honda,mobilio,24.5,1498.0,98.6,31
Chennai,Petrol,Manual,Second,5.0,4.2,7,toyota,etios,17.6,1496.0,88.8,67
Kochi,Diesel,Manual,First,5.0,3.85,7,chevrolet,beat,25.44,936.0,57.6,44
Hyderabad,Petrol,Manual,First,5.0,1.65,13,maruti,alto,19.7,796.0,46.3,76
Kochi,Diesel,Manual,First,5.0,9.38,3,maruti,vitara,24.3,1248.0,88.5,45
Kochi,Petrol,Manual,First,5.0,4.78,4,hyundai,grand,18.9,1197.0,82.0,59
Pune,Petrol,Manual,Second,5.0,2.75,10,hyundai,i20,17.0,1197.0,80.0,72
Mumbai,Petrol,Manual,First,5.0,1.5,9,maruti,omni,14.0,796.0,35.0,39
Kochi,Petrol,Manual,First,5.0,3.8,1,maruti,alto,24.7,796.0,47.3,19
Jaipur,Petrol,Manual,First,5.0,2.15,9,hyundai,i10,19.81,1086.0,68.05,70
Hyderabad,Petrol,Manual,Second,5.0,1.85,13,hyundai,santro,17.92,1086.0,62.1,69
Kolkata,Diesel,Manual,First,7.0,5.99,6,maruti,ertiga,20.77,1248.0,88.76,47
Kochi,Diesel,Manual,First,5.0,3.82,5,ford,fiesta,18.6,1388.0,67.0,69
Hyderabad,Diesel,Manual,First,5.0,2.2,8,tata,indica,22.3,1248.0,74.0,137
Ahmedabad,Diesel,Manual,First,5.0,4.0,6,hyundai,grand,24.0,1120.0,70.0,116
Coimbatore,Petrol,Automatic,First,5.0,3.83,9,hyundai,i10,16.95,1197.0,78.9,32
Kochi,Petrol,Manual,First,5.0,5.89,4,maruti,swift,16.1,1197.0,85.0,19
Kolkata,Petrol,Manual,First,5.0,1.36,10,hyundai,santro,17.92,1086.0,62.1,35
Ahmedabad,Diesel,Manual,First,5.0,4.25,8,maruti,swift,23.4,1248.0,74.0,56
Pune,Diesel,Manual,First,5.0,6.0,2,maruti,swift,28.4,1248.0,74.0,30
Chennai,Petrol,Manual,Third,5.0,0.95,17,maruti,wagon,17.3,1061.0,64.0,101
Hyderabad,Petrol,Manual,First,5.0,2.2,13,maruti,wagon,14.0,1061.0,64.0,84
Mumbai,Petrol,Manual,First,5.0,5.75,3,hyundai,i20,18.6,1197.0,81.83,14
Mumbai,Diesel,Manual,First,5.0,4.05,8,nissan,sunny,21.64,1461.0,84.8,38
Kolkata,Diesel,Manual,First,5.0,8.75,2,maruti,vitara,24.3,1248.0,88.5,2
Hyderabad,Diesel,Manual,First,5.0,4.79,4,maruti,swift,19.3,1248.0,73.9,69
Jaipur,Petrol,Manual,First,5.0,1.15,14,maruti,wagon,18.9,998.0,67.1,145
Pune,Diesel,Manual,First,5.0,7.45,6,honda,city,25.1,1498.0,98.6,71
Jaipur,Petrol,Manual,First,5.0,3.5,3,hyundai,eon,21.1,814.0,55.2,12
Coimbatore,Diesel,Manual,First,7.0,7.57,3,mahindra,nuvosport,17.45,1493.0,100.0,37
Hyderabad,Petrol,Manual,First,5.0,4.4,8,maruti,ritz,18.5,1197.0,85.8,68
Kolkata,Petrol,Manual,First,5.0,1.6,10,chevrolet,beat,18.6,1199.0,79.4,30
Pune,Petrol,Manual,First,5.0,4.9,6,maruti,swift,19.1,1197.0,85.8,68
Delhi,Diesel,Manual,First,7.0,5.95,6,maruti,ertiga,20.77,1248.0,88.8,52
Coimbatore,Diesel,Manual,First,5.0,5.35,5,renault,duster,20.45,1461.0,83.8,63
Hyderabad,Petrol,Automatic,First,5.0,5.4,6,honda,amaze,15.5,1198.0,86.7,57
Hyderabad,Diesel,Manual,Second,5.0,1.9,18,skoda,octavia,18.7,1896.0,66.0,99
Pune,Diesel,Manual,First,5.0,6.1,4,honda,amaze,25.8,1498.0,98.6,62
Hyderabad,Petrol,Manual,Second,5.0,2.5,7,hyundai,eon,21.1,814.0,55.2,84
Kochi,Petrol,Manual,First,5.0,3.48,2,datsun,redi-go,22.7,799.0,53.64,30
Chennai,Diesel,Manual,First,5.0,4.4,8,maruti,swift,22.9,1248.0,74.0,78
Coimbatore,Diesel,Manual,First,5.0,5.17,6,maruti,swift,23.4,1248.0,74.0,67
Kochi,Petrol,Manual,First,5.0,3.12,7,hyundai,i10,19.81,1086.0,68.05,56
Kochi,Diesel,Manual,First,5.0,6.61,5,maruti,swift,23.4,1248.0,74.0,35
Mumbai,Diesel,Manual,First,8.0,4.75,12,toyota,innova,12.99,2494.0,100.0,70
Hyderabad,Diesel,Manual,First,10.0,5.5,5,chevrolet,tavera,14.8,2499.0,80.0,120
Mumbai,Petrol,Manual,First,5.0,1.95,12,hyundai,i10,20.36,1197.0,78.9,38
Kolkata,Petrol,Manual,First,5.0,2.2,9,hyundai,i10,20.36,1197.0,78.9,37
Bangalore,Petrol,Manual,Second,5.0,4.35,7,honda,amaze,18.0,1198.0,86.7,44
Pune,Petrol,Automatic,First,5.0,4.5,4,maruti,celerio,23.1,998.0,67.04,54
Chennai,Petrol,Manual,First,5.0,3.55,7,hyundai,grand,18.9,1197.0,82.0,90
Kolkata,Diesel,Manual,First,5.0,4.75,5,maruti,swift,19.3,1248.0,73.9,35
Coimbatore,Petrol,Manual,Second,5.0,4.52,8,hyundai,i10,20.36,1197.0,78.9,47
Bangalore,Diesel,Manual,First,5.0,6.5,6,nissan,terrano,20.45,1461.0,83.8,87
Mumbai,Petrol,Automatic,First,5.0,4.15,4,maruti,wagon,22.5,998.0,67.0,8
Pune,Petrol,Manual,First,5.0,5.4,4,hyundai,i20,18.6,1197.0,81.83,20
Mumbai,Petrol,Manual,First,5.0,3.15,4,maruti,alto,24.07,998.0,67.1,13
Delhi,Petrol,Manual,First,5.0,5.95,4,hyundai,i20,18.6,1197.0,81.83,38
Coimbatore,Petrol,Automatic,First,5.0,6.97,1,tata,tiago,23.84,1199.0,83.83,15
Hyderabad,Petrol,Manual,First,5.0,3.2,9,hyundai,i10,20.36,1197.0,78.9,60
Bangalore,Diesel,Manual,First,5.0,6.69,7,renault,duster,20.46,1461.0,83.8,75
Kolkata,Petrol,Manual,First,5.0,2.25,11,hyundai,i20,18.5,1197.0,80.0,30
Kolkata,Diesel,Manual,First,5.0,4.5,7,maruti,swift,23.4,1248.0,74.0,22
Pune,Petrol,Manual,First,5.0,2.61,5,hyundai,eon,22.0,814.0,55.0,55
Jaipur,Petrol,Manual,First,4.0,0.5,10,tata,nano,26.0,624.0,35.0,57
Kolkata,Diesel,Manual,Second,5.0,5.75,5,maruti,ciaz,26.21,1248.0,88.5,62
Jaipur,Petrol,Manual,First,5.0,2.75,5,hyundai,eon,21.1,814.0,55.2,38
Kochi,Petrol,Manual,First,5.0,4.92,4,honda,brio,19.4,1198.0,86.8,38
Pune,Diesel,Manual,First,5.0,3.52,8,maruti,ritz,23.2,1248.0,73.94,23
Pune,Diesel,Manual,First,5.0,5.8,4,maruti,swift,26.59,1248.0,74.0,39
Hyderabad,Diesel,Manual,First,5.0,6.95,7,maruti,swift,23.4,1248.0,74.0,84
Kolkata,Petrol,Manual,First,5.0,2.4,7,renault,scala,16.95,1498.0,97.6,45
Ahmedabad,Petrol,Manual,First,5.0,4.25,8,maruti,swift,17.5,1298.0,85.8,55
Jaipur,Diesel,Manual,First,5.0,1.5,12,tata,indigo,19.09,1396.0,69.0,128
Jaipur,Diesel,Manual,First,5.0,4.5,4,hyundai,grand,24.0,1120.0,70.0,46
Pune,Diesel,Manual,First,5.0,2.5,6,tata,indica,22.3,1248.0,74.0,180
Chennai,Diesel,Manual,Third,5.0,1.55,14,ford,fiesta,17.8,1399.0,68.0,89
Pune,Diesel,Manual,First,5.0,6.5,4,renault,duster,19.87,1461.0,83.8,54
Kochi,Diesel,Manual,First,5.0,4.96,5,hyundai,grand,24.0,1120.0,70.0,66
Bangalore,Petrol,Manual,First,5.0,3.25,8,honda,brio,19.4,1198.0,86.8,60
Bangalore,Petrol,Manual,Second,5.0,2.75,6,maruti,alto,24.7,796.0,47.3,73
Hyderabad,Diesel,Manual,First,7.0,7.0,7,maruti,ertiga,20.77,1248.0,88.8,120
Pune,Petrol,Manual,Third,5.0,0.8,15,hyundai,getz,16.8,1341.0,83.0,91
Coimbatore,Petrol,Automatic,Second,5.0,5.91,5,hyundai,grand,18.9,1197.0,82.0,33
Coimbatore,Petrol,Manual,First,5.0,6.44,1,hyundai,grand,18.9,1197.0,81.86,13
Jaipur,Petrol,Manual,First,5.0,4.6,5,hyundai,grand,18.9,1197.0,82.0,14
Coimbatore,Petrol,Manual,First,5.0,7.21,4,hyundai,i20,18.6,1197.0,81.83,17
Pune,Diesel,Manual,First,5.0,8.0,4,renault,duster,19.87,1461.0,83.8,60
Hyderabad,Diesel,Manual,Second,5.0,3.5,11,maruti,swift,19.3,1248.0,73.9,88
Coimbatore,Petrol,Manual,Second,4.0,1.74,5,tata,nano,25.4,624.0,37.5,19
Mumbai,Petrol,Manual,First,5.0,6.8,1,ford,figo,18.12,1196.0,86.8,1
Jaipur,Petrol,Manual,First,5.0,7.5,3,hyundai,i20,18.6,1197.0,81.83,8
Hyderabad,Diesel,Manual,First,5.0,5.99,5,honda,amaze,27.4,1498.0,98.6,29
Delhi,Petrol,Manual,First,5.0,7.0,2,maruti,baleno,21.4,1197.0,83.1,22
Jaipur,Diesel,Manual,First,5.0,5.5,5,honda,amaze,25.8,1498.0,98.6,60
Jaipur,Petrol,Manual,First,5.0,2.4,10,ford,figo,15.6,1196.0,70.0,42
Pune,Petrol,Manual,Third,5.0,1.0,18,maruti,wagon,18.9,998.0,67.1,93
Ahmedabad,Petrol,Manual,Second,5.0,2.65,8,hyundai,i10,19.81,1086.0,68.05,60
Chennai,Petrol,Manual,First,5.0,6.7,5,maruti,ciaz,20.73,1373.0,91.1,30
Kolkata,Diesel,Manual,First,5.0,4.9,7,ford,ecosport,22.7,1498.0,89.84,36
Hyderabad,Diesel,Manual,First,7.0,8.0,3,mahindra,bolero,16.5,1493.0,70.0,40
Kochi,Petrol,Manual,First,5.0,3.63,2,maruti,alto,24.07,998.0,67.1,46
Mumbai,Petrol,Manual,First,5.0,4.8,5,maruti,swift,17.5,1197.0,85.8,60
Mumbai,Petrol,Manual,First,5.0,4.25,3,tata,zest,17.57,1193.0,88.7,100
Ahmedabad,Petrol,Automatic,First,5.0,3.41,8,hyundai,i10,16.95,1197.0,78.9,37
Chennai,Diesel,Manual,First,5.0,3.0,3,tata,indica,25.0,1396.0,69.0,129
Pune,Petrol,Manual,First,5.0,2.3,8,maruti,wagon,18.9,998.0,67.1,82
Hyderabad,Petrol,Manual,First,5.0,2.25,11,maruti,a-star,19.0,998.0,66.1,61
Kochi,Petrol,Manual,First,5.0,3.36,9,maruti,wagon,22.5,998.0,67.04,15
Coimbatore,Petrol,Manual,First,5.0,4.3,8,hyundai,i10,20.36,1197.0,78.9,43
Coimbatore,Diesel,Manual,First,5.0,9.18,2,hyundai,i20,22.54,1396.0,88.73,18
Hyderabad,Petrol,Manual,First,5.0,4.99,3,maruti,celerio,23.1,998.0,67.04,26
Chennai,Diesel,Manual,First,5.0,2.5,10,ford,figo,20.0,1399.0,68.0,39
Hyderabad,Diesel,Manual,First,5.0,7.2,4,honda,jazz,27.3,1498.0,98.6,45
Kochi,Petrol,Manual,First,5.0,3.41,6,maruti,wagon,22.5,998.0,67.04,41
Hyderabad,Diesel,Manual,Second,5.0,2.4,10,ford,figo,20.0,1399.0,68.0,108
Coimbatore,Petrol,Manual,First,6.0,5.6,3,mahindra,kuv,18.15,1198.0,82.0,24
Pune,Diesel,Manual,First,5.0,1.0,14,tata,indigo,17.0,1405.0,70.0,160
Hyderabad,Diesel,Automatic,First,7.0,8.2,3,mahindra,tuv,18.49,1493.0,100.0,30
Jaipur,Petrol,Manual,First,5.0,3.5,5,maruti,wagon,21.5,1197.0,81.8,64
Hyderabad,Petrol,Manual,First,5.0,2.25,12,hyundai,santro,17.92,1086.0,62.1,68
Kochi,Diesel,Manual,First,5.0,8.62,2,maruti,vitara,24.3,1248.0,88.5,51
Mumbai,Diesel,Manual,First,5.0,7.25,3,maruti,swift,23.4,1248.0,74.0,18
Kochi,Petrol,Manual,First,5.0,5.47,4,honda,amaze,19.5,1199.0,86.76,40
Jaipur,Petrol,Manual,First,5.0,3.42,3,hyundai,eon,21.1,814.0,55.2,8
Pune,Petrol,Manual,First,5.0,7.25,4,hyundai,i20,17.19,1197.0,81.86,6
Chennai,Diesel,Manual,First,5.0,8.0,2,maruti,swift,28.4,1248.0,74.0,11
Kochi,Diesel,Manual,First,5.0,7.33,5,ford,ecosport,22.7,1498.0,89.84,80
Kolkata,Petrol,Manual,First,5.0,3.35,4,maruti,wagon,18.9,998.0,67.1,29
Kolkata,Petrol,Manual,First,5.0,2.99,8,toyota,etios,17.6,1496.0,88.7,55
Bangalore,Petrol,Manual,First,5.0,5.6,5,honda,jazz,18.7,1199.0,88.7,23
Coimbatore,Diesel,Manual,First,5.0,6.63,4,volkswagen,crosspolo,20.14,1498.0,88.73,54
Hyderabad,Petrol,Automatic,First,5.0,4.95,6,honda,brio,16.5,1198.0,86.8,28
Jaipur,Diesel,Manual,First,5.0,5.9,5,hyundai,i20,21.19,1396.0,88.76,81
Kochi,Petrol,Automatic,First,5.0,9.51,1,maruti,baleno,21.4,1197.0,83.1,13
Coimbatore,Petrol,Manual,Second,5.0,5.39,6,maruti,swift,19.1,1197.0,85.8,58
Pune,Diesel,Manual,Second,5.0,3.0,11,maruti,swift,19.3,1248.0,73.9,90
Jaipur,Diesel,Manual,First,5.0,4.3,8,maruti,swift,23.4,1248.0,74.0,83
Jaipur,Petrol,Manual,First,5.0,6.75,3,maruti,swift,20.85,1197.0,83.14,37
Jaipur,Petrol,Manual,First,5.0,4.5,3,hyundai,grand,18.9,1197.0,82.0,23
Chennai,Diesel,Manual,First,5.0,2.75,10,ford,fiesta,17.8,1399.0,68.0,82
Delhi,Diesel,Manual,Second,5.0,2.55,6,ford,figo,20.0,1399.0,68.05,45
Coimbatore,Diesel,Manual,First,5.0,3.54,6,tata,manza,21.12,1248.0,88.8,50
Ahmedabad,Petrol,Manual,Second,5.0,1.2,13,maruti,alto,19.7,796.0,46.3,72
Hyderabad,Diesel,Manual,First,5.0,3.9,8,maruti,ritz,23.2,1248.0,73.94,78
